"filename", "language", "Batch", "JSON", "JSON with Comments", "Markdown", "JavaScript", "vue", "YAML", "Ignore", "XML", "CSS", "SCSS", "HTML", "Docker", "BibTeX", "Properties", "Python", "LaTeX", "pip requirements", "SQL", "comment", "blank", "total"
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\post\position.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 2, 6, 56
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\post\project.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 7, 62
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\post\team.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 10, 69
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\sql\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\sql\createBookings.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 7, 9, 70
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\sql\createForecast.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 2, 9, 63
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\timeTable\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\timeTable\timeTableBooking.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 8, 70
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\timeTable\timeTableCombined.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 11, 81
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\timeTable\timeTableForecast.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 8, 70
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\time\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\time\getTime.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 7, 37
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\update\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\update\updateAssignment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 1, 7, 47
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\project_management_tool\views\viewstemp.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 9, 8, 52
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\asgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 7, 17
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\baran.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 46, 155
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 45, 154
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\baseTest.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 46, 155
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\docker.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 47, 156
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\drLaptop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 47, 156
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\settings\michele.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 17, 46, 155
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\urls.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\quantoserver\wsgi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 7, 17
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 32
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\sqlServer\database.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 411, 21, 28, 460
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\sqlServer\insert.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 23, 25, 134
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\sqlServer\querys.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 1, 8
"c:\Users\Daniel\Documents\quanto\quanto-project\backend\xs-security.json", "JSON", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61
"c:\Users\Daniel\Documents\quanto\quanto-project\compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 44
"c:\Users\Daniel\Documents\quanto\quanto-project\dokumentation\images\ManageProjectNeu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 296
"c:\Users\Daniel\Documents\quanto\quanto-project\dokumentation\main.tex", "LaTeX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1005, 0, 0, 0, 163, 1168
"c:\Users\Daniel\Documents\quanto\quanto-project\dokumentation\quellen.bib", "BibTeX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 6
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\.eslintrc.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 5, 15
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\README.md", "Markdown", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 70
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\jsconfig.json", "JSON with Comments", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\package-lock.json", "JSON", 0, 4109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4110
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\package.json", "JSON", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\public\bootstrap4-dark-blue\theme.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 165, 5706
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\public\bootstrap4-light-blue\theme.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 165, 5706
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\public\theme.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6898
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\App.vue", "vue", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\assets\app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\assets\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\AddEmployee.vue", "vue", 0, 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 268
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\BackgroundScreen.vue", "vue", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\Datatable.vue", "vue", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\DropDownMonthSelection.vue", "vue", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 44
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\DropDownProjects.vue", "vue", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 54
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\HelloWorld.vue", "vue", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\HomeIcon.vue", "vue", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\ManageProject.vue", "vue", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\ManageProjectTabelle.vue", "vue", 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 240
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\MitarbeiterTabelle.vue", "vue", 0, 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 44, 307
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\NewProject.vue", "vue", 0, 0, 0, 0, 0, 483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 521
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\ProjectOverview.vue", "vue", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 126
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\SideBarManager.vue", "vue", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 80
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\SideBarMitarbeiter.vue", "vue", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 83
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\SideBarProjectManager.vue", "vue", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 79
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\SingleProject.vue", "vue", 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 289
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\SubmitFooter.vue", "vue", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\TimeCorrectionComponent.vue", "vue", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 90
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\TimeRegistrationComponent.vue", "vue", 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 47, 277
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\TopBar.vue", "vue", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\demo\getTeamComponent.vue", "vue", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 66
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\graphs\PositionDemoGraph.vue", "vue", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\graphs\PositionLinearGraph.vue", "vue", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 79
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\components\graphs\ProjectPositionLinearGraph.vue", "vue", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\BurgerMenü.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\Home.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\ManageProject.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\NewProject.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\QuantoLogo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\Settings.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\TimeRegistration.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\icons\WorkingTimes.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\layouts\default\Default.vue", "vue", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\layouts\default\Submit.vue", "vue", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\layouts\default\View.vue", "vue", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\main.js", "JavaScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 71
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\plugins\index.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 15
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\plugins\vuetify.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 27
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\router\index.js", "JavaScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 138
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\service\ProductService.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 45
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\service\login.js", "JavaScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 24
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\app.js", "JavaScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 30
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\employeeList.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\index.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\projectIdStore.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 14
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\projectPostion.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\store\teamroles.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\styles\settings.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 11
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\AddEmployee.vue", "vue", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\Home.vue", "vue", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\LandingPage.vue", "vue", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\LoginScreen.vue", "vue", 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 203
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\ManageProject.vue", "vue", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 23
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\NewProject.vue", "vue", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\TimeCorrection.vue", "vue", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\src\views\TimeRegistration.vue", "vue", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Daniel\Documents\quanto\quanto-project\frontend\quanto-front\vite.config.js", "JavaScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 64
"c:\Users\Daniel\Documents\quanto\quanto-project\package-lock.json", "JSON", 0, 396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 397
"c:\Users\Daniel\Documents\quanto\quanto-project\package.json", "JSON", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"Total", "-", 40, 4613, 19, 50, 352, 2719, 28, 28, 367, 17984, 0, 23, 20, 15, 3, 4879, 1005, 32, 503, 387, 2366, 35433